distance_km,hour_of_day,day_of_week,is_raining,travel_time_minutes,road_qualities,congestion_levels,type_of_road,checkpoints
16.44,8,4,0,39.24,2,1,0,0
3.99,14,5,0,6.76,1,5,1,0
6.0,9,1,0,18.16,1,5,0,0
17.47,22,3,0,40.1,1,3,0,3
9.59,22,2,0,18.03,1,1,0,2
28.21,7,0,0,64.26,1,5,0,3
24.74,14,4,1,67.51,1,4,0,0
29.52,14,1,0,48.91,1,1,0,3
8.53,10,3,1,34.01,1,1,0,3
29.12,20,0,0,61.58,1,5,0,1
13.51,20,6,0,28.87,2,2,0,4
11.08,8,3,0,37.72,1,1,0,4
2.46,8,2,0,9.91,1,2,0,1
2.53,11,0,0,6.69,1,3,0,1
21.07,9,0,0,64.21,2,3,0,3
14.28,18,6,1,50.67,0,5,0,3
7.57,18,0,0,29.58,1,3,0,2
18.81,16,1,0,49.95,0,5,0,4
8.33,10,0,0,35.3,1,5,0,3
17.75,6,3,0,25.4,1,2,1,2
11.42,14,1,0,27.25,1,2,0,4
24.88,22,0,0,49.15,2,3,0,2
24.8,6,3,0,41.98,1,2,0,2
14.84,8,3,0,42.54,2,1,0,1
11.17,20,4,0,20.73,1,4,0,0
11.51,15,3,0,18.8,1,1,0,0
24.37,13,6,0,38.67,1,1,0,0
10.52,17,5,0,32.2,1,5,0,2
7.06,20,2,0,20.39,1,4,0,3
3.46,14,0,0,5.19,2,5,1,0
14.53,15,6,0,27.33,2,2,0,3
14.98,14,0,0,31.39,2,2,0,4
25.39,20,0,1,68.4,1,4,0,0
7.42,6,3,0,17.59,1,3,0,2
12.05,7,3,0,20.63,2,2,0,1
24.44,19,0,0,87.9,1,1,0,2
24.89,13,5,0,47.89,2,4,0,3
12.15,11,1,1,38.96,2,4,0,4
14.31,17,1,0,41.86,2,2,0,2
9.8,20,2,0,16.79,1,2,0,1
28.04,19,4,0,104.63,2,5,0,1
4.44,6,6,0,17.75,1,5,0,4
28.08,16,2,0,43.61,1,1,0,0
20.83,8,0,0,86.62,1,4,0,2
16.42,7,6,0,33.63,0,3,1,2
1.95,12,0,0,5.64,1,3,0,1
14.79,13,0,0,33.51,2,4,0,3
12.82,20,4,0,24.25,1,1,0,2
5.68,15,3,0,13.18,1,5,0,1
20.04,6,4,0,50.65,1,5,0,3
29.16,11,2,1,75.63,1,5,1,0
17.3,18,3,0,33.43,1,3,1,0
21.73,19,3,1,63.23,2,3,1,1
2.99,8,2,0,12.66,1,1,0,1
13.11,16,3,0,21.17,2,3,0,0
4.37,8,6,0,8.46,2,2,1,1
18.77,15,1,0,32.04,1,3,1,4
28.22,20,2,1,79.72,0,5,1,2
20.19,16,2,1,47.25,1,1,1,4
3.23,20,1,0,11.95,2,4,0,3
11.29,18,4,0,42.36,1,4,0,1
16.97,10,4,0,55.92,1,1,0,1
12.69,9,4,1,55.87,2,2,0,3
25.18,18,3,0,88.54,2,4,0,2
24.63,14,1,0,54.88,1,5,0,0
18.74,22,6,0,43.99,2,4,0,4
11.83,7,2,0,27.61,1,4,0,2
8.4,10,2,0,29.8,2,5,0,0
4.07,21,2,0,6.68,1,3,0,0
11.29,12,3,1,30.51,1,2,0,1
12.98,6,3,0,30.93,1,5,0,3
20.6,17,5,0,60.89,0,5,0,1
20.09,16,6,0,33.82,1,1,0,3
3.03,17,4,0,10.29,1,2,0,1
12.46,17,5,0,35.05,1,3,0,4
6.27,17,5,0,16.18,1,5,0,1
5.55,19,3,0,26.33,2,3,0,4
24.99,7,4,0,58.97,1,5,0,2
2.22,7,4,0,8.32,1,5,0,2
13.16,9,2,0,42.83,2,1,0,1
5.88,21,3,0,15.16,1,4,0,2
26.5,15,4,0,25.76,2,2,1,0
17.15,18,5,0,39.06,2,1,0,4
7.71,7,1,0,21.23,1,3,0,3
15.57,8,1,0,53.29,2,5,0,4
22.21,11,3,0,45.01,1,5,0,1
28.79,13,2,0,51.73,1,2,0,2
7.39,19,2,0,25.7,1,1,0,2
26.7,15,4,0,26.74,1,1,1,0
28.09,8,6,0,59.41,1,3,0,2
27.58,11,3,0,38.89,2,1,0,1
19.43,20,6,0,30.17,1,1,0,1
19.26,19,1,0,66.12,2,4,0,3
12.69,15,5,0,28.42,2,2,0,4
22.82,20,4,0,40.06,2,1,0,4
16.41,9,5,0,37.12,0,3,1,4
20.65,7,6,0,43.13,1,5,1,3
13.43,8,4,0,40.88,2,1,0,3
22.21,12,0,1,34.4,2,1,1,3
24.91,21,5,0,49.53,2,5,0,0
5.25,15,3,1,17.2,2,4,1,3
25.15,22,5,1,64.99,1,2,0,2
16.67,10,5,0,34.93,2,4,0,0
25.5,18,4,0,99.88,0,3,0,2
13.51,18,1,0,48.26,1,1,0,4
11.99,16,6,0,19.73,1,4,1,1
27.54,16,0,0,47.12,2,2,0,4
8.28,21,5,0,15.96,2,3,1,3
25.48,20,6,1,72.87,1,4,0,1
15.04,22,6,0,29.84,1,1,0,4
15.91,9,1,0,45.63,2,2,0,0
9.95,10,2,0,29.41,1,1,0,3
17.62,12,0,0,35.5,1,1,0,4
10.43,7,0,0,21.51,1,3,0,1
2.14,6,6,0,7.43,1,2,0,2
8.89,17,4,0,35.82,2,5,0,4
1.18,15,5,0,1.7,1,1,0,0
29.37,13,2,0,52.34,1,2,0,1
29.01,6,4,0,48.76,1,1,0,4
12.46,17,3,0,40.84,0,4,0,2
22.12,7,1,0,38.28,1,4,1,3
11.03,15,1,0,23.62,2,2,0,3
20.46,22,4,0,42.03,2,3,0,3
24.36,8,6,0,54.13,2,5,0,1
28.46,12,1,0,46.21,2,4,1,2
12.61,17,5,0,32.46,1,3,0,2
23.72,13,1,0,61.84,1,5,0,4
8.71,17,5,0,23.88,1,4,0,3
29.72,8,3,0,101.92,1,5,0,1
1.75,22,2,0,8.47,1,1,0,3
18.5,14,0,0,34.59,1,2,0,3
20.13,15,4,0,47.71,1,4,0,4
20.95,11,4,0,45.63,1,4,0,4
4.49,6,5,0,15.17,1,1,0,4
28.22,17,3,0,83.74,1,4,0,0
6.25,10,3,0,18.98,1,4,0,0
19.06,18,6,0,43.4,1,4,0,1
7.46,20,0,0,17.17,1,4,0,1
9.91,16,2,0,25.71,1,4,0,4
16.85,13,4,1,45.15,2,3,0,2
13.1,10,5,0,30.26,1,4,0,1
5.65,7,3,1,11.92,1,1,0,0
5.96,17,4,0,21.59,1,4,0,0
13.13,7,5,0,29.37,1,5,1,3
22.96,21,1,0,57.71,1,5,0,4
27.04,8,4,0,84.1,1,1,0,2
3.44,15,2,0,14.69,1,3,0,4
12.4,13,5,0,13.75,1,1,1,0
3.91,12,2,0,11.66,1,3,0,2
1.48,6,4,0,4.68,1,2,0,1
20.19,17,1,0,64.89,1,5,0,3
18.47,10,2,0,64.39,2,5,0,0
5.73,21,3,1,21.46,1,5,0,3
7.78,9,5,0,26.86,1,3,0,4
1.69,22,4,0,5.81,1,1,1,2
25.21,7,1,0,41.22,1,3,1,4
29.27,17,3,0,88.62,1,5,1,3
4.93,6,4,0,11.23,1,5,0,0
7.71,17,6,0,29.44,0,5,0,3
26.18,17,1,0,78.3,1,5,0,0
27.87,17,3,0,84.9,1,2,0,3
13.17,22,2,0,33.42,1,5,0,4
2.47,16,4,0,10.23,1,3,0,3
2.14,18,4,1,11.6,1,5,1,1
17.64,13,2,0,43.4,1,4,0,4
12.39,15,6,0,29.22,0,2,0,3
1.83,13,0,0,9.88,1,5,0,3
17.91,13,3,1,56.14,1,4,0,2
1.33,14,2,0,10.36,2,3,0,4
23.83,12,4,0,46.04,0,2,0,2
9.89,19,3,1,43.53,2,5,0,4
2.17,7,6,0,3.92,1,3,0,0
18.06,16,3,0,42.14,1,4,0,4
12.53,13,0,0,33.15,0,2,0,4
29.24,18,4,0,92.5,2,5,0,3
16.78,20,1,0,32.41,2,3,0,1
8.98,8,0,0,31.93,1,2,0,4
21.57,19,0,0,62.14,1,4,0,2
8.87,20,1,0,20.28,1,5,0,1
27.22,7,1,0,49.36,2,2,0,4
11.87,17,6,0,26.95,1,4,0,1
16.95,9,6,0,41.85,1,4,0,0
2.47,8,0,1,10.8,1,3,0,1
13.36,10,3,0,38.02,1,4,0,0
25.14,8,2,0,90.28,1,4,0,1
24.36,20,2,0,35.65,1,1,0,1
7.51,7,0,0,18.47,0,4,1,2
7.56,17,3,0,26.85,0,5,0,2
24.7,10,1,0,77.01,1,2,0,3
27.98,22,5,0,56.08,1,5,0,1
3.77,19,0,0,13.32,1,5,0,0
14.05,15,4,0,24.77,2,3,0,1
10.79,8,3,0,37.3,1,1,1,4
26.25,9,4,0,80.93,1,1,0,0
3.42,11,4,0,14.81,2,5,0,4
7.12,21,0,0,13.13,2,2,1,3
22.82,12,3,0,41.09,2,1,0,4
2.49,20,4,0,10.83,0,1,0,3
15.28,16,6,0,36.95,1,5,0,3
13.82,6,6,1,39.37,1,1,0,3
10.7,10,3,0,42.44,1,3,0,4
12.44,18,2,0,59.35,0,5,0,3
16.37,19,5,0,30.13,1,1,1,3
5.68,14,4,0,12.74,1,1,0,2
17.59,22,4,0,26.54,1,1,0,1
24.36,20,3,0,58.3,1,5,0,3
23.04,12,6,1,56.91,0,2,0,0
5.46,17,5,1,18.95,1,4,0,0
5.33,11,2,0,11.71,1,1,0,2
8.78,21,4,0,21.04,1,4,1,4
11.47,10,0,0,52.58,2,4,0,4
12.85,14,6,0,29.11,1,1,0,4
20.71,19,3,0,62.09,2,1,0,3
2.64,13,3,0,12.26,1,4,1,4
2.01,19,6,0,11.47,1,2,0,4
12.37,17,4,0,45.86,1,4,0,1
21.22,15,2,0,39.46,1,2,0,3
6.61,18,4,1,27.67,1,3,0,3
19.6,20,6,1,38.5,1,2,0,0
8.54,13,1,0,19.29,1,5,0,0
26.7,15,4,0,38.65,1,1,0,1
26.98,8,5,1,81.72,1,3,0,2
9.62,8,6,0,26.14,1,4,0,3
7.67,10,5,0,14.95,1,2,0,0
12.93,21,6,0,30.12,2,3,0,4
7.98,22,1,1,27.64,2,5,0,3
20.5,11,5,0,34.21,2,2,0,3
24.96,21,5,0,53.38,1,4,0,3
20.52,7,0,1,51.43,2,4,0,0
24.91,20,3,0,40.52,2,2,0,1
12.51,6,5,1,35.32,1,5,0,0
5.53,17,3,0,19.39,1,1,1,4
22.4,13,6,0,39.69,2,1,0,4
11.45,11,2,0,26.32,2,4,0,2
20.47,17,4,0,67.35,1,5,0,0
8.85,12,0,0,17.9,1,4,0,0
3.36,19,6,0,9.52,2,1,0,2
29.78,13,1,0,58.36,0,4,1,2
5.53,19,2,0,22.51,1,2,0,3
29.66,10,0,0,73.63,2,2,1,3
29.34,14,0,0,69.1,2,5,0,4
24.02,13,6,0,36.23,2,1,0,1
20.12,7,1,0,47.99,1,5,0,4
17.76,21,1,0,35.3,1,5,0,0
26.12,18,3,0,80.26,2,1,0,1
9.39,12,4,0,21.82,1,3,0,3
14.56,21,6,0,27.6,2,3,0,2
18.96,12,2,0,43.39,1,4,0,2
12.92,19,4,0,41.18,1,3,0,4
13.4,19,2,0,41.34,0,2,1,0
10.58,17,0,0,36.63,1,5,0,0
17.36,6,5,0,41.19,1,4,0,2
25.67,6,5,0,56.96,1,5,0,4
6.84,17,6,0,20.33,1,1,0,4
28.1,20,1,0,41.96,1,3,1,3
20.98,9,1,0,59.22,2,1,0,3
24.87,12,0,1,77.14,0,4,0,3
17.13,21,0,0,23.68,1,2,1,1
23.61,8,2,0,93.25,0,3,0,4
1.47,12,0,0,10.18,0,1,1,4
24.73,11,6,1,66.99,1,3,0,3
2.16,21,2,0,8.92,1,5,0,2
26.81,13,4,0,46.73,0,2,1,3
29.77,11,1,0,69.25,0,3,0,1
9.53,15,1,0,21.12,1,2,0,2
7.1,21,5,0,22.84,2,5,0,4
23.2,16,5,0,46.35,2,5,0,1
8.34,18,6,0,19.73,0,1,0,1
26.1,11,1,0,53.54,1,4,0,2
3.98,6,6,0,9.41,2,1,1,3
4.65,17,4,0,21.62,0,2,0,3
29.4,11,4,0,56.55,0,1,0,0
20.54,18,3,1,97.88,0,3,0,2
25.56,12,2,0,41.84,2,1,0,3
10.41,18,5,0,22.33,2,4,0,1
20.62,13,2,0,44.94,1,4,0,3
18.23,22,5,1,62.6,0,2,0,3
18.49,14,3,0,40.38,2,5,0,1
20.79,18,1,0,67.33,1,4,0,2
17.69,7,6,0,31.61,1,2,0,0
13.44,9,2,0,46.25,1,4,0,3
9.0,7,5,0,21.38,2,4,0,3
23.29,9,2,0,78.34,1,5,1,3
7.56,10,1,0,24.57,2,3,0,2
21.08,15,6,0,34.35,1,2,0,1
7.77,15,0,0,21.15,0,4,0,1
19.13,10,5,0,38.21,1,4,1,1
22.67,22,0,0,33.59,2,1,0,1
7.34,18,3,0,27.57,1,3,0,1
2.74,22,6,0,8.59,0,5,0,1
4.8,14,4,0,13.76,1,2,0,3
18.57,17,2,0,48.76,1,4,1,3
25.63,19,5,0,46.78,2,2,0,1
2.3,19,2,0,9.39,1,5,0,1
22.29,13,3,0,52.35,0,3,0,2
10.9,10,3,0,28.35,1,1,1,2
14.88,19,2,0,51.56,1,3,0,4
27.94,14,5,0,46.35,2,1,0,3
10.63,12,6,1,26.68,1,2,0,1
14.49,13,1,1,46.06,1,3,0,3
1.4,19,6,0,10.78,1,3,0,4
3.37,19,1,0,16.49,1,3,0,2
8.5,16,4,0,24.14,1,5,0,4
1.81,19,6,0,4.1,1,2,0,0
19.31,13,2,0,29.31,2,1,0,2
13.37,8,2,0,40.58,1,3,0,3
16.9,8,5,1,48.38,1,2,0,2
6.06,18,2,1,33.11,1,5,0,4
9.58,17,5,0,24.07,1,5,0,1
20.25,20,2,0,47.03,0,2,0,4
28.99,10,3,0,86.47,1,1,0,4
2.46,12,0,0,4.88,1,2,1,1
26.82,16,2,0,52.02,1,2,0,3
17.73,16,0,0,39.77,2,4,0,3
17.35,20,1,0,38.1,1,5,0,2
15.51,15,4,1,33.92,2,1,0,4
3.01,20,6,0,9.65,1,4,0,2
3.61,18,6,0,9.78,1,2,0,1
18.43,19,1,0,73.0,1,5,0,0
10.89,22,2,0,25.21,1,4,0,3
27.6,18,6,1,76.33,0,4,0,1
12.79,15,5,0,25.1,1,1,0,3
5.16,6,1,0,12.27,1,2,0,2
21.73,6,3,0,32.97,1,1,0,0
9.51,20,0,0,24.93,1,4,0,4
16.24,21,5,1,45.51,1,4,0,3
21.24,17,6,0,44.63,1,1,0,4
27.11,11,5,0,53.94,1,4,0,2
23.97,11,2,0,44.07,2,3,0,3
20.61,17,3,0,57.71,2,5,0,2
20.71,20,0,0,39.29,1,2,0,4
28.43,9,3,0,103.29,1,5,0,2
9.58,9,1,0,36.52,1,2,0,2
1.03,7,2,1,6.22,2,4,1,2
8.89,17,5,0,16.39,2,1,0,1
7.32,12,5,0,11.94,1,1,0,1
20.19,14,1,1,46.21,2,4,1,3
19.38,14,5,0,36.6,1,2,0,2
18.21,13,4,0,39.68,2,4,0,2
1.47,19,2,0,7.56,1,2,1,2
22.13,6,1,0,42.39,1,4,0,1
10.38,17,2,0,30.64,2,4,1,4
20.29,7,0,0,44.02,1,4,0,2
17.14,18,2,0,34.35,2,1,1,0
10.94,9,2,0,37.63,1,2,0,3
4.9,21,0,0,10.64,1,4,0,1
3.74,19,1,0,16.93,2,5,1,4
25.11,13,2,0,56.56,0,5,0,0
27.63,17,3,0,87.0,1,1,0,2
19.84,14,2,0,44.51,0,3,0,1
4.0,11,1,0,9.23,2,1,0,2
12.66,7,5,0,27.44,2,3,0,3
22.14,13,6,0,37.55,1,1,0,1
23.61,19,0,1,80.79,1,5,0,0
4.43,11,5,0,17.84,0,4,0,4
1.0,15,1,0,9.66,1,2,0,4
21.65,13,4,0,37.81,2,4,1,3
11.34,22,6,0,29.51,1,5,0,4
8.38,17,5,0,23.54,1,2,0,4
1.37,22,2,1,8.6,1,3,1,3
16.67,18,6,1,42.17,2,3,0,0
25.68,17,2,0,96.82,1,5,0,1
28.77,21,0,0,48.34,2,2,0,1
17.41,10,2,0,65.51,0,4,0,3
15.92,21,6,0,33.85,2,5,0,2
3.47,11,3,0,10.72,1,3,1,3
16.92,16,3,1,47.43,1,5,0,3
12.02,22,5,1,34.77,1,4,1,3
18.61,19,1,1,62.25,0,1,1,3
12.27,11,0,0,25.77,1,1,0,4
7.97,16,4,0,22.24,2,4,0,4
3.75,17,5,0,6.94,1,2,0,0
10.13,18,1,0,44.12,2,5,0,3
3.8,9,0,0,16.09,1,4,0,1
6.13,12,6,0,10.68,1,1,1,2
29.63,7,0,0,52.29,2,3,0,4
13.88,11,6,0,27.04,2,4,0,1
16.42,11,5,0,41.44,1,4,0,4
26.33,13,1,0,54.77,0,4,0,0
29.87,13,1,0,45.76,2,1,0,2
17.9,13,2,0,22.77,2,1,1,4
24.56,13,4,0,50.93,2,4,0,2
10.48,6,3,0,24.67,2,4,0,2
9.87,7,2,0,18.69,1,2,0,1
12.68,17,0,0,40.0,2,3,0,4
20.5,20,4,0,55.58,0,5,0,2
20.78,9,4,0,78.36,1,5,0,3
10.14,8,1,1,52.01,0,5,0,2
4.86,19,4,1,24.15,1,1,0,2
19.34,13,5,0,37.01,1,1,0,4
4.72,18,4,0,23.15,0,2,0,3
17.78,10,0,0,51.4,1,1,0,2
21.11,18,5,0,55.85,1,4,0,4
21.32,6,5,0,44.06,1,3,0,4
22.85,21,2,1,57.09,1,3,0,2
26.31,7,4,0,47.88,1,3,0,0
15.5,12,1,1,27.09,2,3,1,0
22.18,11,6,0,37.67,1,5,1,1
18.96,10,2,0,67.86,1,5,0,0
6.41,9,1,0,20.81,2,4,0,0
1.74,7,4,0,10.84,0,2,1,4
9.25,15,2,0,18.08,1,1,1,4
13.85,10,4,0,36.6,1,1,0,2
18.9,15,0,0,43.08,2,5,0,2
25.65,20,2,0,54.29,2,3,0,4
6.69,14,1,0,20.51,0,4,0,2
4.64,16,0,0,14.85,2,2,0,4
28.94,22,3,0,39.68,2,5,1,0
4.13,14,1,0,11.76,1,4,0,2
14.88,21,6,0,27.9,1,4,0,0
17.98,11,4,1,46.2,2,5,0,1
16.7,16,1,0,37.25,1,4,0,2
3.49,22,3,0,15.68,0,3,0,4
2.65,9,1,0,14.98,1,4,0,4
4.06,20,0,1,13.21,0,2,0,1
17.98,6,5,0,45.88,1,4,0,4
16.79,6,1,0,23.97,1,1,0,0
7.78,14,2,0,23.13,1,4,0,4
19.5,17,6,0,45.66,2,5,0,1
24.78,9,3,0,68.74,1,1,0,3
2.21,18,1,0,12.9,1,5,0,3
15.45,12,3,0,22.57,2,2,0,0
20.99,13,5,0,40.93,2,3,0,3
8.32,18,0,1,37.43,1,2,0,4
9.93,16,2,1,20.39,1,1,1,1
18.8,14,4,0,32.68,1,3,0,0
27.04,21,1,0,54.13,2,4,0,3
24.49,15,0,0,48.42,0,1,0,4
17.91,16,3,0,41.86,1,3,0,4
22.18,17,5,0,52.37,2,5,0,2
11.58,19,6,1,35.38,1,3,0,2
19.59,17,3,0,56.69,2,5,1,1
14.52,22,6,0,29.14,1,5,0,0
6.51,8,5,0,19.05,1,3,0,3
21.35,6,6,0,38.43,1,2,0,3
17.14,9,5,0,44.37,1,2,0,4
11.4,21,0,0,26.38,2,5,0,3
27.43,17,1,0,47.95,2,1,1,1
1.61,18,4,0,9.47,2,3,0,2
10.16,22,1,0,25.95,0,1,0,4
2.65,13,2,0,4.65,1,2,0,0
23.23,18,1,1,113.91,1,1,0,4
21.36,10,5,1,62.49,1,4,0,3
10.61,20,5,0,23.98,1,4,0,1
20.59,17,2,0,42.32,2,2,1,0
12.48,22,3,1,33.81,1,1,0,4
22.93,20,5,0,46.7,1,3,0,3
14.17,7,2,0,22.0,2,2,1,4
12.96,11,5,0,26.03,1,4,0,0
28.11,22,4,0,56.83,1,2,0,3
8.28,21,5,0,16.41,1,1,0,2
4.49,22,0,0,6.19,2,1,0,0
17.95,14,2,1,35.35,0,1,1,2
29.11,10,6,0,78.29,1,5,0,2
11.96,6,1,0,23.46,2,1,0,3
2.8,11,2,0,11.89,2,4,1,4
10.84,19,3,0,41.33,2,4,0,4
15.67,22,5,1,41.67,1,5,0,1
5.7,6,2,1,15.6,2,4,0,0
20.08,6,4,0,42.16,1,4,0,0
29.93,18,2,1,110.57,1,2,0,3
14.1,19,4,0,43.64,1,1,0,3
11.29,11,5,0,13.67,2,2,1,1
12.62,11,1,0,21.74,1,2,0,1
4.34,6,5,0,12.96,1,4,0,2
26.61,19,3,1,109.56,1,3,0,1
13.03,8,0,0,50.17,1,1,0,4
12.23,15,1,0,27.63,1,3,0,2
20.13,9,1,0,65.73,1,4,0,1
13.82,15,0,0,35.21,2,5,0,4
19.8,7,2,0,39.9,1,2,0,4
2.78,9,5,0,7.94,2,4,1,2
24.6,11,2,0,49.14,1,4,0,2
28.27,12,2,0,54.64,1,3,0,4
19.81,21,5,0,47.22,1,5,0,3
28.68,12,3,0,47.09,2,2,0,2
5.39,14,1,0,10.18,0,5,1,0
14.85,15,4,0,36.63,1,5,0,3
18.45,18,0,0,50.76,1,5,1,0
17.87,21,1,0,26.43,2,1,0,1
12.64,22,2,0,35.62,0,5,0,2
10.8,18,0,0,41.54,1,4,0,2
4.68,17,4,0,19.63,2,1,1,4
12.36,15,1,0,20.7,2,1,0,2
5.72,6,1,0,14.87,0,5,0,0
22.3,13,3,0,50.52,1,4,0,3
7.06,7,1,0,15.39,0,2,0,1
2.7,21,1,0,11.49,2,5,0,3
17.02,17,4,0,51.78,1,1,1,0
18.26,14,4,0,32.02,2,2,0,1
26.29,8,0,0,69.07,2,2,0,4
17.73,9,2,0,48.24,2,1,0,2
11.02,7,4,1,27.86,2,2,0,2
24.29,13,0,1,75.04,1,4,0,4
16.67,15,1,1,35.06,1,4,1,0
3.3,21,0,0,15.33,1,5,0,4
17.41,16,0,0,36.76,1,5,0,0
27.33,19,0,0,85.94,0,2,0,1
12.49,13,5,0,24.63,1,1,0,3
9.59,20,0,0,21.99,2,4,0,3
5.16,22,4,0,15.76,2,3,0,4
5.39,11,6,0,15.75,1,5,0,2
13.55,19,6,0,40.32,1,4,0,4
18.27,8,6,1,50.73,1,2,0,2
3.34,12,6,0,13.56,2,4,0,4
28.25,20,5,0,63.36,1,4,0,4
22.9,21,2,1,55.38,2,2,0,3
18.01,21,0,0,39.18,2,5,0,2
25.02,13,3,1,71.81,2,5,0,3
3.33,12,6,0,9.69,2,3,0,2
14.83,11,1,0,24.5,2,3,0,1
19.27,7,6,0,40.46,2,5,0,1
25.03,18,6,0,54.74,1,5,1,1
23.72,17,1,0,69.52,1,5,0,0
9.04,20,5,0,25.34,2,5,0,3
28.29,14,1,0,70.45,0,4,0,3
4.61,7,1,0,10.08,1,3,0,1
26.38,22,5,0,45.31,2,2,0,4
29.16,10,1,0,98.62,2,1,0,3
6.14,16,0,0,13.23,1,2,0,2
21.94,12,6,0,36.01,1,1,0,3
2.17,7,2,0,10.6,1,4,0,3
12.76,21,5,0,27.93,1,3,0,2
15.97,17,3,0,38.15,2,1,0,1
17.84,20,5,1,53.68,1,5,0,1
28.14,6,4,0,52.36,2,4,0,2
20.5,18,3,1,73.74,0,1,0,3
14.96,11,4,0,35.46,1,5,0,3
24.48,18,5,0,45.57,2,4,0,1
28.57,8,4,0,94.76,1,1,0,0
1.64,6,3,0,5.2,1,5,0,1
29.49,20,0,0,40.58,2,3,1,2
3.5,18,5,0,6.92,2,4,0,0
24.62,10,5,0,41.79,1,1,0,0
9.13,18,1,0,34.79,1,5,0,2
4.83,10,5,0,18.59,0,3,0,4
13.76,15,6,0,29.81,2,5,0,1
19.67,13,6,0,36.54,2,3,0,3
12.05,20,5,0,22.87,0,1,0,1
2.58,9,0,1,15.06,1,5,0,2
18.38,7,1,0,38.9,2,5,0,3
27.17,11,2,0,63.84,0,2,0,4
12.11,8,4,0,49.85,2,4,0,2
7.27,12,3,0,15.67,2,5,0,1
13.83,15,2,0,21.11,2,3,0,0
2.4,11,1,0,8.7,2,4,0,2
24.79,21,6,0,40.45,1,1,0,2
24.96,7,6,0,53.6,0,4,0,1
18.05,22,6,0,35.07,2,2,0,4
11.24,18,0,0,28.74,1,1,0,1
24.19,6,6,0,50.98,1,5,0,1
17.09,11,3,1,50.05,1,1,0,4
24.95,10,4,1,95.82,1,1,0,4
19.31,18,5,0,41.0,1,2,0,2
23.75,17,5,0,35.04,2,3,1,0
18.36,12,2,0,29.93,1,1,0,1
13.01,20,4,0,23.5,1,3,0,0
28.78,8,1,0,87.91,1,4,0,4
16.69,21,4,1,51.08,0,2,0,4
18.55,6,0,0,35.32,2,5,0,1
7.39,21,2,0,14.45,1,1,0,2
19.14,17,2,1,81.69,1,3,0,1
17.58,13,0,0,29.23,1,1,0,2
6.36,17,4,1,26.95,2,2,0,3
2.73,20,6,0,9.78,1,5,0,2
18.53,7,0,1,45.93,1,4,0,1
23.15,22,6,0,49.87,1,4,0,1
16.18,12,3,0,30.44,1,3,0,2
7.58,18,0,0,23.55,0,4,0,0
20.33,6,6,0,39.13,2,3,0,2
3.32,11,4,0,12.79,1,5,0,3
13.81,18,6,1,31.87,2,1,0,3
5.74,16,0,0,7.28,1,2,1,0
6.35,15,1,0,17.1,1,5,1,3
6.87,21,5,0,16.72,2,5,0,1
12.21,22,0,0,22.58,1,4,0,0
2.48,22,5,0,4.08,2,4,0,0
12.54,9,0,0,29.88,2,2,0,0
15.84,10,4,1,60.43,2,1,0,2
15.02,19,3,0,54.92,0,5,0,2
12.1,15,3,0,29.17,0,4,0,0
25.34,19,5,0,73.22,1,5,0,3
5.21,6,4,0,10.02,1,1,0,1
15.67,16,6,0,31.36,1,3,0,1
2.8,21,4,0,8.62,0,1,0,2
3.06,13,4,0,15.01,1,5,0,4
17.64,15,1,0,38.0,1,5,0,0
17.41,15,2,0,34.23,2,2,0,4
26.46,10,0,0,77.26,2,5,0,1
17.18,15,4,0,39.82,0,4,0,2
28.83,11,4,0,43.03,2,2,0,2
2.41,8,4,1,16.02,1,5,0,2
3.84,13,3,0,10.03,1,1,0,2
2.28,14,4,0,8.77,1,5,0,2
6.37,10,0,0,12.78,2,1,0,0
16.7,7,6,0,35.13,1,1,0,4
19.72,7,6,0,44.6,0,5,0,1
2.32,12,4,0,4.17,2,1,1,1
28.43,22,0,0,43.37,1,3,1,2
25.42,15,1,1,64.56,2,2,0,2
9.6,17,6,1,34.93,1,5,0,2
3.24,7,2,0,11.85,2,3,0,3
5.93,15,3,0,11.66,1,1,0,1
4.68,6,0,1,12.36,2,1,0,2
4.58,9,6,0,16.24,2,2,0,4
16.04,18,6,0,37.46,2,3,0,3
8.13,17,5,1,24.22,1,3,0,0
11.39,16,1,1,38.54,2,5,0,3
29.7,15,2,0,35.35,2,1,1,3
20.85,20,2,0,51.56,0,4,0,3
28.52,10,2,0,83.96,2,5,0,4
5.13,22,0,1,15.93,1,5,0,1
12.08,10,1,1,58.63,1,5,0,2
17.09,7,4,0,30.26,1,2,1,4
3.23,14,5,0,13.63,1,2,0,4
1.12,11,1,0,5.7,1,5,1,2
20.44,19,1,0,57.68,1,4,0,3
19.61,19,6,0,38.06,1,3,0,0
12.91,13,1,0,28.64,1,3,0,3
15.2,22,0,0,18.7,2,1,1,3
13.05,8,5,0,32.35,1,3,0,1
1.7,15,0,0,9.05,1,3,0,3
10.73,22,5,0,22.82,1,4,0,0
6.14,16,5,0,19.91,0,3,0,4
3.85,13,6,0,11.33,1,4,1,3
28.74,6,0,0,60.69,0,2,0,4
18.38,18,5,1,59.47,2,4,0,1
22.13,9,1,0,61.81,1,2,0,0
10.15,12,0,0,23.03,1,4,0,2
12.4,19,5,0,37.54,1,5,0,2
7.87,10,2,1,31.04,2,2,0,1
3.81,16,0,0,7.59,0,2,0,0
6.19,22,6,0,19.89,1,3,0,4
